problem_solution_key,id,title,solution_column,solution_index,source_broad_tag,source_broad_score,BACKTRACKING,BFS,BINARY_SEARCH,BITMASK,BRUTE_FORCE,COMBINATORICS,DFS,DIJKSTRA,DP,FENWICK_TREE,GCD_LCM,GEOMETRY,GRAPH,GREEDY,MATH,MODULAR_ARITHMETIC,PARAMETRIC_SEARCH,PREFIX_SUM,PRIORITY_QUEUE,SEGMENT_TREE,SIEVE,SIMULATION,SORTING,STACK,TOPO_SORT,TREE,TWO_POINTERS,UNION_FIND,recheck_best_candidate,recheck_best_score,recheck_decision,recheck_reason
804_B_solution_3,804_B,Minimum number of steps,solution_3,3,MATH,95,,,0,,0,50,,,60,,0,0,,30,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,거듭제곱의 합과 모듈러 연산이 핵심인 전형적인 MATH 문제임.
804_B_solution_2,804_B,Minimum number of steps,solution_2,2,GREEDY,70,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"역순 탐색을 통해 최적의 상태(현재 'a'가 넘어야 할 'b'의 총량)를 결정하는 방식이 그리디한 성격을 띠고 있으나, 본질적으로는 수학적 수열의 합을 구하는 문제임."
804_B_solution_2,804_B,Minimum number of steps,solution_2,2,MATH,95,,,0,,0,40,,,20,,0,0,,70,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,LIKELY_SPECIFIC_ALGORITHM,MATH라는 넓은 태그보다 MODULAR_ARITHMETIC과 등비수열적 증가라는 구체적인 수학적 성질이 풀이의 핵심임.
804_B_solution_4,804_B,Minimum number of steps,solution_4,4,MATH,95,,,0,,0,40,,,0,,0,0,,0,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,"MODULAR_ARITHMETIC이 매우 핵심적으로 사용되었으며, 전반적인 풀이 구조가 수학적 패턴 분석에 기반함"
804_B_solution_5,804_B,Minimum number of steps,solution_5,5,MATH,95,,,0,,0,70,,,30,,0,0,,40,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,LIKELY_SPECIFIC_ALGORITHM,단순 MATH보다는 MODULAR_ARITHMETIC과 조합론적(Combinatorics) 성질(배수 증가)이 결합된 형태임.
804_B_solution_1,804_B,Minimum number of steps,solution_1,1,MATH,95,,,0,,0,40,,,0,,0,0,,0,,85,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,85,KEEP_ORIGINAL,모듈러 연산과 2의 거듭제곱 형태의 합산이 핵심이므로 MATH 태그가 가장 적절함
804_B_solution_7,804_B,Minimum number of steps,solution_7,7,GREEDY,65,,,0,,,,,,30,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,30,LIKELY_SPECIFIC_ALGORITHM,"그리디하게 'ab'를 처리하는 것처럼 보이지만, 실제 핵심은 'a'와 'b'의 상호작용에 따른 지수적 증가라는 수학적 규칙임."
804_B_solution_7,804_B,Minimum number of steps,solution_7,7,MATH,95,,,0,,0,60,,,30,,0,0,,65,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,모듈러 연산과 지수적 증가라는 수학적 성질이 풀이의 핵심이므로 MATH 태그가 가장 적절함.
804_B_solution_6,804_B,Minimum number of steps,solution_6,6,DP,70,,0,0,0,,,0,0,,0,,,,30,,,,0,,0,,,,,0,0,,,GREEDY,30,KEEP_ORIGINAL,"단순한 선형 점화식을 통한 값 전처리는 DP의 성격을 띠지만, 핵심은 수열의 일반항(2^i-1)이라는 수학적 성질임."
804_B_solution_6,804_B,Minimum number of steps,solution_6,6,MATH,95,,,0,,0,50,,,70,,0,0,,30,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,모듈러 연산과 거듭제곱 수열의 성질을 이용한 풀이로 MATH 분류가 가장 적절함.
804_B_solution_8,804_B,Minimum number of steps,solution_8,8,MATH,100,,,0,,0,50,,,20,,0,0,,40,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,"모듈러 연산이 핵심적으로 사용되었으며, 문제의 본질이 변환 규칙에 따른 수식 도출이므로 MATH 분류가 가장 적절함."
804_B_solution_9,804_B,Minimum number of steps,solution_9,9,DP,95,,0,0,0,,,0,0,,0,,,,30,,,,0,,0,,,,,0,0,,,GREEDY,30,KEEP_ORIGINAL,명확한 점화식(f(n)=2f(n-1)+1)이 존재하고 이를 이용해 상태를 전이시키므로 DP가 적절함
804_B_solution_9,804_B,Minimum number of steps,solution_9,9,MATH,85,,,0,,0,60,,,95,,0,0,,30,,70,0,,,,0,,,,,,,,DP,95,REVIEW_NEEDED,"수학적으로는 2^n - 1의 합산 문제이므로 MATH 점수가 매우 높으며, 구현 방식에 따라 DP 또는 MATH로 분류될 수 있음"
804_B_solution_10,804_B,Minimum number of steps,solution_10,10,GREEDY,60,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"그리디하게 보일 수 있으나, 실제로는 변환 규칙에 따른 수학적 결과값을 계산하는 과정임"
804_B_solution_10,804_B,Minimum number of steps,solution_10,10,MATH,95,,,0,,0,85,,,20,,0,0,,60,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,LIKELY_SPECIFIC_ALGORITHM,단순 MATH보다는 조합론적(Combinatorics) 관점의 카운팅과 모듈러 연산(Modular Arithmetic)이 핵심임
804_B_solution_11,804_B,Minimum number of steps,solution_11,11,DP,95,,0,0,0,,,0,0,,0,,,,0,,,,20,,0,,,,,0,0,,,PREFIX_SUM,20,KEEP_ORIGINAL,"명확한 상태 전이(dp[i] = 2*dp[i-1]+1)가 존재하며, 이를 통해 부분 문제의 결과를 재사용함."
804_B_solution_11,804_B,Minimum number of steps,solution_11,11,MATH,85,,,0,,0,0,,,95,,0,0,,0,,70,0,,,,0,,,,,,,,DP,95,KEEP_ORIGINAL,"수학적 원리(등비수열의 합)가 핵심이지만, 구현상 DP 전처리 구조를 사용함."
804_B_solution_12,804_B,Minimum number of steps,solution_12,12,MATH,95,,,0,,0,60,,,40,,0,0,,40,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,"모듈러 연산을 포함한 수학적 점화식 풀이가 가장 정확하며, 다른 후보들이 이를 대체할 만큼 핵심적이지 않음"
804_B_solution_13,804_B,Minimum number of steps,solution_13,13,GREEDY,85,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"그리디한 접근(뒤에서부터 처리)은 수학적 규칙을 효율적으로 구현하기 위한 수단이며, 핵심 논리는 수학적 관찰에 기반함."
804_B_solution_13,804_B,Minimum number of steps,solution_13,13,MATH,100,,,0,,0,80,,,0,,0,0,,85,,75,0,,,,0,,,,,,,,GREEDY,85,KEEP_ORIGINAL,"전형적인 조합론적 카운팅과 수열의 합 성질을 이용한 문제로, MATH 태그가 가장 적절함."
804_B_solution_14,804_B,Minimum number of steps,solution_14,14,GREEDY,70,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"그리디한 관찰을 통해 수학적 규칙을 찾아낸 것이며, 다른 구체적인 알고리즘이 핵심이 아님."
804_B_solution_14,804_B,Minimum number of steps,solution_14,14,MATH,95,,,0,,0,40,,,20,,0,0,,70,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,지수적 증가와 모듈러 연산이 핵심인 전형적인 수학 문제임.
804_B_solution_15,804_B,Minimum number of steps,solution_15,15,MATH,95,,,0,,0,60,,,20,,0,0,,40,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,모듈러 연산과 거듭제곱 패턴이 핵심이므로 MATH 태그가 가장 적절함.
804_B_solution_16,804_B,Minimum number of steps,solution_16,16,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"그리디한 처리 순서(역방향 순회)를 사용하지만, 이는 수학적 규칙을 효율적으로 구현하기 위한 수단일 뿐 특정 그리디 알고리즘 구조를 사용하는 것은 아님"
804_B_solution_16,804_B,Minimum number of steps,solution_16,16,MATH,95,,,0,,0,70,,,0,,0,0,,60,,85,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,85,KEEP_ORIGINAL,"등비수열적 증가 성질과 모듈러 연산이 결합된 전형적인 수학 문제이며, MATH 태그가 가장 적절함"
804_B_solution_17,804_B,Minimum number of steps,solution_17,17,GREEDY,70,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"그리디한 선택(뒤에서부터 처리)이 포함되어 있으나, 핵심은 그 선택의 결과로 나타나는 수학적 수열의 합을 구하는 것임."
804_B_solution_17,804_B,Minimum number of steps,solution_17,17,MATH,95,,,0,,0,40,,,20,,0,0,,70,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,지수적 증가와 모듈러 연산을 이용한 합산이라는 명확한 수학적 구조를 가지고 있음.
804_B_solution_19,804_B,Minimum number of steps,solution_19,19,MATH,95,,,0,,0,80,,,30,,0,0,,40,,85,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,85,KEEP_ORIGINAL,조합론적 관찰과 모듈러 연산이 핵심인 전형적인 수학 문제이다.
804_B_solution_20,804_B,Minimum number of steps,solution_20,20,MATH,95,,,0,,0,70,,,20,,0,0,,40,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,KEEP_ORIGINAL,모듈러 연산과 2의 거듭제곱 형태의 증가 패턴이 풀이의 핵심이므로 MATH 분류가 적절함.
804_B_solution_18,804_B,Minimum number of steps,solution_18,18,MATH,95,,,0,,0,70,,,50,,0,0,,40,,60,0,,,,0,,,,,,,,COMBINATORICS,70,KEEP_ORIGINAL,전체적인 풀이 구조가 수학적 규칙 발견과 그에 따른 수식 계산이 핵심이므로 MATH 유지
1165_F2_solution_2,1165_F2,Microtransactions (hard version),solution_2,2,GREEDY,95,,,90,,,,,,0,0,,,0,,,,100,,0,0,,,30,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,"그리디한 검증 과정이 포함되어 있으나, 문제의 전체 구조는 Parametric Search(Binary Search on Answer)가 결정함."
1165_F2_solution_1,1165_F2,Microtransactions (hard version),solution_1,1,GREEDY,90,,,40,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"내부 판정 로직 자체가 전형적인 그리디(세일 최적 활용)이며, 이를 감싸는 외곽 루프가 파라메트릭 서치임. 그리디 로직 자체는 적절하게 분류됨"
1165_F2_solution_3,1165_F2,Microtransactions (hard version),solution_3,3,GREEDY,90,,,90,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,그리디 전략(가장 늦은 세일 날짜 선택)이 Parametric Search와 결합되어 정답을 도출하는 핵심 구조임.
1165_F2_solution_4,1165_F2,Microtransactions (hard version),solution_4,4,GREEDY,95,,,90,,,,,,0,0,,,0,,,,100,,0,0,,,30,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,"Greedy는 can(day) 판정 함수 내부의 핵심 논리이지만, 문제 전체의 구조와 시간복잡도를 결정하는 외곽 프레임은 Parametric Search임"
1165_F2_solution_8,1165_F2,Microtransactions (hard version),solution_8,8,GREEDY,90,,,40,,,,,,0,0,,,0,,,,95,,0,0,,,50,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"전체 구조가 PARAMETRIC_SEARCH이며, 그 내부의 결정 함수가 GREEDY하게 동작함. 단순 GREEDY보다 파라메트릭 서치가 문제 해결의 외곽 구조를 결정함."
1165_F2_solution_10,1165_F2,Microtransactions (hard version),solution_10,10,GREEDY,90,,,60,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디한 판별 함수를 사용하지만, 전체적인 문제 해결 구조는 정답의 최솟값을 찾는 Parametric Search가 결정함."
1165_F2_solution_5,1165_F2,Microtransactions (hard version),solution_5,5,GREEDY,85,,,80,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"GREEDY한 체크 함수가 사용되었으나, 문제 전체의 정답을 결정짓는 핵심 구조는 PARAMETRIC_SEARCH(이분 탐색)임."
1165_F2_solution_9,1165_F2,Microtransactions (hard version),solution_9,9,GREEDY,90,,,0,,,,,,0,0,,,0,,,,95,,0,0,,,50,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"그리디 전략 자체가 결정 함수(can_buy_in)의 핵심 논리이며, 이를 감싸는 구조가 Parametric Search임. 그리디 부분을 더 구체적인 알고리즘으로 대체할 수 없음."
1165_F2_solution_7,1165_F2,Microtransactions (hard version),solution_7,7,GREEDY,90,,,85,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디 로직은 solve 함수 내의 판정 도구이며, 전체 문제의 풀이 구조와 시간복잡도를 결정하는 핵심은 파라메트릭 서치임"
1165_F2_solution_6,1165_F2,Microtransactions (hard version),solution_6,6,GREEDY,90,,,90,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,그리디 전략이 Parametric Search의 결정 함수(feasibility check)로서 적절하게 사용됨
1165_F2_solution_11,1165_F2,Microtransactions (hard version),solution_11,11,GREEDY,90,,,40,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디 전략이 사용되었으나, 전체적인 문제 해결 구조는 정답 값에 대한 이분 탐색(Parametric Search)이 결정적인 역할을 함"
1165_F2_solution_12,1165_F2,Microtransactions (hard version),solution_12,12,GREEDY,90,,,80,,,,,,0,0,,,0,,,,95,,0,0,,,20,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"GREEDY 전략이 사용되었으나, 이는 PARAMETRIC_SEARCH의 결정 함수(check function)로서 동작하며 전체 풀이 구조는 이분 탐색이 결정함."
1165_F2_solution_13,1165_F2,Microtransactions (hard version),solution_13,13,GREEDY,95,,,100,,,,,,0,0,,,0,,,,100,,0,0,,,20,0,,,0,0,BINARY_SEARCH,100,KEEP_ORIGINAL,"그리디 전략이 핵심이지만, 전체 구조는 파라메트릭 서치 내의 검증 함수로 동작함. 그리디 선택 기준(마지막 세일일 우선)이 명확하여 다른 구체적 자료구조(세그먼트 트리 등)가 필요하지 않음."
1165_F2_solution_17,1165_F2,Microtransactions (hard version),solution_17,17,GREEDY,90,,,100,,,,,,0,0,,,0,,,,100,,0,0,,,0,0,,,0,0,BINARY_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,"그리디한 판정 과정이 포함되어 있으나, 전체적인 문제 풀이 구조는 Parametric Search가 시간복잡도와 정답 도출의 핵심을 결정함"
1165_F2_solution_14,1165_F2,Microtransactions (hard version),solution_14,14,GREEDY,92,,,90,,,,,,10,0,,,0,,,,98,,0,0,,,20,0,,,0,0,PARAMETRIC_SEARCH,98,LIKELY_SPECIFIC_ALGORITHM,"GREEDY는 check 함수 내의 부분적 전략이며, 전체 문제 풀이의 구조와 시간복잡도를 결정하는 핵심은 PARAMETRIC_SEARCH임"
1165_F2_solution_15,1165_F2,Microtransactions (hard version),solution_15,15,GREEDY,90,,,50,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"그리디 전략(마지막 세일 날짜 선택)이 문제의 최적해를 보장하는 핵심 논리이며, 이를 결정 문제로 풀어내기 위한 Parametric Search와 결합된 형태가 매우 적절함."
1165_F2_solution_18,1165_F2,Microtransactions (hard version),solution_18,18,GREEDY,90,,,95,,,,,,0,0,,,0,,,,95,,0,0,,,30,0,,,0,0,BINARY_SEARCH,95,KEEP_ORIGINAL,"그리디 전략(최대한 늦은 할인일에 구매)이 정답 논리를 결정하며, 이를 포함하는 전체 구조가 Parametric Search이므로 적절함"
1165_F2_solution_16,1165_F2,Microtransactions (hard version),solution_16,16,GREEDY,90,,,95,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,BINARY_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디하게 마지막 세일일을 선택하는 로직이 핵심이지만, 전체적인 문제 해결 구조는 PARAMETRIC_SEARCH에 의해 결정됨."
1165_F2_solution_19,1165_F2,Microtransactions (hard version),solution_19,19,GREEDY,90,,,90,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"마지막 세일 날짜를 선택하여 구매하는 전략은 이 문제의 핵심 그리디 접근법이며, 이를 이분 탐색의 판정 조건으로 사용한 것이 적절함."
1165_F2_solution_20,1165_F2,Microtransactions (hard version),solution_20,20,GREEDY,90,,,85,,,,,,0,0,,,0,,,,95,,0,0,,,65,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"최적 선택(가장 늦은 세일 날짜 이용)이 전체 최적해를 보장하는 전형적인 그리디 구조이며, 이를 판정 함수로 사용하는 파라메트릭 서치 구조임."
1004_B_solution_2,1004_B,Sonya and Exhibition,solution_2,2,GREEDY,85,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,0과 1을 교대로 배치하는 것이 모든 구간에서 최적의 균형을 맞추는 가장 효율적인 그리디 전략임.
1004_B_solution_2,1004_B,Sonya and Exhibition,solution_2,2,MATH,70,,,0,,0,0,,,0,,0,0,,85,,0,0,,,,0,,,,,,,,GREEDY,85,KEEP_ORIGINAL,합이 일정할 때 곱이 최대가 되려면 두 값이 비슷해야 한다는 기초적인 수학적 성질을 이용함.
1004_B_solution_1,1004_B,Sonya and Exhibition,solution_1,1,MATH,60,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"x(L-x)가 x=L/2에서 최대가 된다는 기본적인 수학적 성질을 이용한 것이나, 특정 세부 수학 알고리즘으로 분류될 수준은 아님."
1004_B_solution_3,1004_B,Sonya and Exhibition,solution_3,3,MATH,85,,,0,,0,0,,,0,,0,0,,40,,0,0,,,,0,,,,,,,,GREEDY,40,KEEP_ORIGINAL,"두 수의 합이 일정할 때 곱이 최대가 되는 조건(두 수의 차이가 최소일 때)이라는 기본 수학적 성질을 이용한 것이며, 더 구체적인 정수론이나 기하학 알고리즘이 쓰이지 않음."
1004_B_solution_6,1004_B,Sonya and Exhibition,solution_6,6,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,특정 그리디 선택 과정보다는 전역적인 수학적 패턴 적용에 가깝다.
1004_B_solution_6,1004_B,Sonya and Exhibition,solution_6,6,MATH,85,,,0,,0,0,,,0,,0,0,,60,,0,0,,,,0,,,,,,,,GREEDY,60,KEEP_ORIGINAL,합이 일정할 때 곱이 최대가 되는 조건(두 값의 차이 최소화)이라는 수학적 기초에 근거한 풀이이므로 적절하다.
1004_B_solution_4,1004_B,Sonya and Exhibition,solution_4,4,GREEDY,70,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순한 교차 배치 패턴이 모든 구간에 대해 전역 최적해를 보장하므로 다른 복잡한 알고리즘이 필요 없음
1004_B_solution_4,1004_B,Sonya and Exhibition,solution_4,4,MATH,80,,,0,,0,0,,,0,,0,0,,70,,0,0,,,,0,,,,,,,,GREEDY,70,KEEP_ORIGINAL,합이 일정할 때 두 수의 곱은 두 수가 최대한 가까울 때 최대가 된다는 기본 수학적 성질을 이용한 풀이임
1004_B_solution_9,1004_B,Sonya and Exhibition,solution_9,9,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,특정 알고리즘적 기법보다는 수학적 최적 성질을 이용한 단순 구성 문제임
1004_B_solution_9,1004_B,Sonya and Exhibition,solution_9,9,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,두 수의 합이 일정할 때 곱의 최대화라는 기초 대수학적 성질을 이용한 것이므로 MATH 태그가 적절함
1004_B_solution_7,1004_B,Sonya and Exhibition,solution_7,7,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순한 규칙 기반의 배치 문제로, 다른 구체적인 알고리즘 기법이 적용되지 않음"
1004_B_solution_7,1004_B,Sonya and Exhibition,solution_7,7,MATH,85,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,함수 f(x) = x(L-x)가 x = L/2일 때 최대가 된다는 기초적인 수학적 관찰이 핵심임
1004_B_solution_8,1004_B,Sonya and Exhibition,solution_8,8,GREEDY,70,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"특정 구간의 탐색이 아니라 전역적인 패턴 선택이라는 점에서의 그리디적 접근이며, 다른 구체적인 알고리즘으로 대체되지 않음"
1004_B_solution_8,1004_B,Sonya and Exhibition,solution_8,8,MATH,85,,,0,,0,0,,,0,,0,0,,70,,0,0,,,,0,,,,,,,,GREEDY,70,KEEP_ORIGINAL,산술-기하 평균의 원리(또는 이차함수의 최대값)에 기반한 수학적 관찰이 풀이의 핵심이므로 적절함
1004_B_solution_10,1004_B,Sonya and Exhibition,solution_10,10,GREEDY,70,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순한 패턴 생성으로 최적해를 구하는 구성적 그리디 접근이며, 다른 복잡한 자료구조나 알고리즘이 필요하지 않음"
1004_B_solution_10,1004_B,Sonya and Exhibition,solution_10,10,MATH,85,,,0,,0,0,,,0,,0,0,,70,,0,0,,,,0,,,,,,,,GREEDY,70,KEEP_ORIGINAL,x(L-x) 최대화라는 기초적인 수학적 원리를 이용한 것이므로 MATH 태그가 적절함
1004_B_solution_5,1004_B,Sonya and Exhibition,solution_5,5,MATH,100,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"기본적인 산술적 최댓값 성질(합이 일정할 때 곱의 최대화)을 이용한 문제로, 특정 수학 세부 분야보다는 일반적인 수학적 관찰에 해당함"
1004_B_solution_11,1004_B,Sonya and Exhibition,solution_11,11,GREEDY,75,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"그리디한 관찰(균등 분배)이 핵심이며, 다른 구체적인 자료구조나 알고리즘이 필요하지 않은 단순 패턴 생성 문제임"
1004_B_solution_11,1004_B,Sonya and Exhibition,solution_11,11,MATH,60,,,0,,0,0,,,0,,0,0,,75,,0,0,,,,0,,,,,,,,GREEDY,75,KEEP_ORIGINAL,"합이 일정할 때 곱이 최대가 되는 지점이 중앙이라는 수학적 성질을 이용한 것으로, 구체적인 정수론이나 기하학 태그보다는 일반적인 수학적 관찰에 해당함"
1004_B_solution_12,1004_B,Sonya and Exhibition,solution_12,12,GREEDY,65,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순한 교대 패턴 출력으로, 다른 구체적인 그리디 자료구조나 알고리즘이 쓰이지 않음"
1004_B_solution_12,1004_B,Sonya and Exhibition,solution_12,12,MATH,85,,,0,,0,0,,,0,,0,0,,65,,0,0,,,,0,,,,,,,,GREEDY,65,KEEP_ORIGINAL,두 수의 곱을 최대화하기 위해 차이를 최소화한다는 기본적인 수학적 최적화 원리를 사용함
1004_B_solution_15,1004_B,Sonya and Exhibition,solution_15,15,GREEDY,80,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순한 교대 패턴 선택이 전체 최적해를 보장하는 그리디한 구성 방식임
1004_B_solution_15,1004_B,Sonya and Exhibition,solution_15,15,MATH,70,,,0,,0,0,,,0,,0,0,,80,,0,0,,,,0,,,,,,,,GREEDY,80,KEEP_ORIGINAL,곱의 최대화를 위한 산술적 성질을 이용한 것이므로 MATH 태그가 적절함
1004_B_solution_14,1004_B,Sonya and Exhibition,solution_14,14,GREEDY,90,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"특정 자료구조를 사용하는 것이 아니라, 모든 구간에서 최적성을 보장하는 단순 교차 배치가 그리디한 최적해임을 이용한 풀이입니다."
1004_B_solution_14,1004_B,Sonya and Exhibition,solution_14,14,MATH,80,,,0,,0,0,,,0,,0,0,,90,,0,0,,,,0,,,,,,,,GREEDY,90,KEEP_ORIGINAL,"곱의 최대화라는 산술적 원리가 핵심이므로 MATH 태그가 적절하며, 이를 통한 생성 전략이 GREEDY합니다."
1004_B_solution_13,1004_B,Sonya and Exhibition,solution_13,13,MATH,90,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"기초적인 산술적 최적화(x * (L-x) 최대화)에 기반한 풀이로, 특정 세부 수학 태그보다는 일반적인 MATH/IMPLEMENTATION에 해당함"
1004_B_solution_17,1004_B,Sonya and Exhibition,solution_17,17,MATH,65,,,0,,0,0,,,0,,0,0,,50,,0,0,,,,0,,,,,,,,GREEDY,50,KEEP_ORIGINAL,"x * (L-x)가 x=L/2에서 최대가 된다는 수학적 성질을 이용한 것이며, 이를 위해 교대 배치를 선택한 것이므로 MATH 태그가 적절함."
1004_B_solution_16,1004_B,Sonya and Exhibition,solution_16,16,GREEDY,65,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"그리디한 선택(모든 구간에서 균형을 맞춤)이 수학적 성질에 의해 정당화되며, 다른 구체적인 알고리즘이 필요하지 않음"
1004_B_solution_16,1004_B,Sonya and Exhibition,solution_16,16,MATH,95,,,0,,0,0,,,0,,0,0,,65,,0,0,,,,0,,,,,,,,GREEDY,65,KEEP_ORIGINAL,기초적인 대수적 성질(합이 일정할 때 곱의 최대화)을 이용한 풀이이므로 MATH 태그가 적절함
1004_B_solution_18,1004_B,Sonya and Exhibition,solution_18,18,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"특정 자료구조를 사용한 최적화보다, 모든 구간을 동시에 최적화하는 구성적 그리디 전략이 핵심임"
1004_B_solution_18,1004_B,Sonya and Exhibition,solution_18,18,MATH,70,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,산술적 최적값(균형 잡힌 곱)에 대한 수학적 관찰이 GREEDY 전략의 근거가 됨
